"year","month","sti1","ts","time","sti2","sti3","sti4","sti5","sti6","sti7","sti8","sti9","sti10","sti11","sti12"
1669,3,-1,1669.21,"1669-3-15 00:00:00",0,-0.530315004648533,0.449159409224359,1.18459728942456,1.77706850712225,0.975446992000758,0.602047487861857,0.562468008310747,0.264636491922247,0,-0.238195974190748
1669,4,0,1669.29,"1669-4-15 00:00:00",-0.670193561013801,0,-0.449159409224359,0.394865763141519,1.06624110427335,1.62574498666793,0.903071231792785,0.562468008310747,0.529272983844494,0.250467656831411,0
1669,5,-1,1669.38,"1669-5-15 00:00:00",-0.670193561013801,-1.06063000929707,-0.449159409224359,-0.789731526283038,0,0.650297994667172,1.20409497572371,0.562468008310747,0.264636491922247,0.250467656831411,0
1669,6,2,1669.46,"1669-6-15 00:00:00",0.670193561013801,0.530315004648533,0,0.394865763141519,0,0.650297994667172,1.20409497572371,1.68740402493224,1.05854596768899,0.751402970494233,0.714587922572245
1669,7,2,1669.54,"1669-7-15 00:00:00",2.6807742440552,1.5909450139456,1.34747822767308,0.789731526283038,1.06624110427335,0.650297994667172,1.20409497572371,1.68740402493224,2.11709193537797,1.50280594098847,1.19097987095374
1669,8,1,1669.62,"1669-8-15 00:00:00",2.0105806830414,2.65157502324266,1.79663763689744,1.57946305256608,1.06624110427335,1.30059598933434,0.903071231792785,1.40617002077687,1.85245544345573,2.2542089114827,1.66737181933524
1669,9,1,1669.71,"1669-9-15 00:00:00",1.3403871220276,2.12126001859413,2.69495645534616,1.9743288157076,1.77706850712225,1.30059598933434,1.50511871965464,1.12493601662149,1.58781895153348,2.00374125465129,2.38195974190748
1669,10,1,1669.79,"1669-10-15 00:00:00",1.3403871220276,1.5909450139456,2.2457970461218,2.76406034199063,2.1324822085467,1.95089398400152,1.50511871965464,1.68740402493224,1.32318245961123,1.75327359781988,2.14376376771674
1669,11,0,1669.88,"1669-11-15 00:00:00",0.670193561013801,1.06063000929707,1.34747822767308,1.9743288157076,2.48789590997116,1.95089398400152,1.80614246358557,1.40617002077687,1.58781895153348,1.25233828415705,1.66737181933524
1669,12,-1,1669.96,"1669-12-15 00:00:00",-0.670193561013801,0,0.449159409224359,0.789731526283038,1.4216548056978,1.95089398400152,1.50511871965464,1.40617002077687,1.05854596768899,1.25233828415705,0.952783896762994
1670,1,-3,1670.04,"1670-1-15 00:00:00",-2.6807742440552,-2.12126001859413,-1.34747822767308,-0.789731526283038,-0.355413701424451,0.325148997333586,0.903071231792785,0.562468008310747,0.529272983844494,0.250467656831411,0.476391948381497
1670,2,-2,1670.12,"1670-2-15 00:00:00",-3.350967805069,-3.1818900278912,-2.69495645534616,-1.9743288157076,-1.4216548056978,-0.975446992000758,-0.301023743930928,0.281234004155374,0,0,-0.238195974190748
1670,3,0,1670.21,"1670-3-15 00:00:00",-1.3403871220276,-2.65157502324266,-2.69495645534616,-2.36919457884911,-1.77706850712225,-1.30059598933434,-0.903071231792785,-0.281234004155374,0.264636491922247,0,0
1670,4,0,1670.29,"1670-4-15 00:00:00",0,-1.06063000929707,-2.2457970461218,-2.36919457884911,-2.1324822085467,-1.62574498666793,-1.20409497572371,-0.843702012466121,-0.264636491922247,0.250467656831411,0
1670,5,0,1670.38,"1670-5-15 00:00:00",0,0,-0.898318818448719,-1.9743288157076,-2.1324822085467,-1.95089398400152,-1.50511871965464,-1.12493601662149,-0.79390947576674,-0.250467656831411,0.238195974190748
1670,6,0,1670.46,"1670-6-15 00:00:00",0,0,0,-0.789731526283038,-1.77706850712225,-1.95089398400152,-1.80614246358557,-1.40617002077687,-1.05854596768899,-0.751402970494233,-0.238195974190748
1670,7,0,1670.54,"1670-7-15 00:00:00",0,0,0,0,-0.710827402848901,-1.62574498666793,-1.80614246358557,-1.68740402493224,-1.32318245961123,-1.00187062732564,-0.714587922572245
1670,8,0,1670.62,"1670-8-15 00:00:00",0,0,0,0,0,-0.650297994667172,-1.50511871965464,-1.68740402493224,-1.58781895153348,-1.25233828415705,-0.952783896762994
1670,9,0,1670.71,"1670-9-15 00:00:00",0,0,0,0,0,0,-0.602047487861857,-1.40617002077687,-1.58781895153348,-1.50280594098847,-1.19097987095374
1670,10,-1,1670.79,"1670-10-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,-0.394865763141519,-0.355413701424451,-0.325148997333586,-0.301023743930928,-0.843702012466121,-1.58781895153348,-1.75327359781988,-1.66737181933524
1670,11,-2,1670.88,"1670-11-15 00:00:00",-2.0105806830414,-1.5909450139456,-1.34747822767308,-1.18459728942456,-1.06624110427335,-0.975446992000758,-0.903071231792785,-0.843702012466121,-1.32318245961123,-2.00374125465129,-2.14376376771674
1670,12,0,1670.96,"1670-12-15 00:00:00",-1.3403871220276,-1.5909450139456,-1.34747822767308,-1.18459728942456,-1.06624110427335,-0.975446992000758,-0.903071231792785,-0.843702012466121,-0.79390947576674,-1.25233828415705,-1.90556779352599
1671,1,2,1671.04,"1671-1-15 00:00:00",1.3403871220276,0,-0.449159409224359,-0.394865763141519,-0.355413701424451,-0.325148997333586,-0.301023743930928,-0.281234004155374,-0.264636491922247,-0.250467656831411,-0.714587922572245
1671,2,2,1671.12,"1671-2-15 00:00:00",2.6807742440552,2.12126001859413,0.898318818448719,0.394865763141519,0.355413701424451,0.325148997333586,0.301023743930928,0.281234004155374,0.264636491922247,0.250467656831411,0.238195974190748
1671,3,1,1671.21,"1671-3-15 00:00:00",2.0105806830414,2.65157502324266,2.2457970461218,1.18459728942456,0.710827402848901,0.650297994667172,0.602047487861857,0.562468008310747,0.529272983844494,0.500935313662822,0.476391948381497
1671,4,1,1671.29,"1671-4-15 00:00:00",1.3403871220276,2.12126001859413,2.69495645534616,2.36919457884911,1.4216548056978,0.975446992000758,0.903071231792785,0.843702012466121,0.79390947576674,0.751402970494233,0.714587922572245
1671,5,2,1671.38,"1671-5-15 00:00:00",2.0105806830414,2.12126001859413,2.69495645534616,3.15892610513215,2.84330961139561,1.95089398400152,1.50511871965464,1.40617002077687,1.32318245961123,1.25233828415705,1.19097987095374
1671,6,0,1671.46,"1671-6-15 00:00:00",1.3403871220276,1.5909450139456,1.79663763689744,2.36919457884911,2.84330961139561,2.60119197866869,1.80614246358557,1.40617002077687,1.32318245961123,1.25233828415705,1.19097987095374
1671,7,1,1671.54,"1671-7-15 00:00:00",0.670193561013801,1.5909450139456,1.79663763689744,1.9743288157076,2.48789590997116,2.92634097600227,2.70921369537836,1.96863802908762,1.58781895153348,1.50280594098847,1.42917584514449
1671,8,1,1671.62,"1671-8-15 00:00:00",1.3403871220276,1.06063000929707,1.79663763689744,1.9743288157076,2.1324822085467,2.60119197866869,3.01023743930928,2.81234004155374,2.11709193537797,1.75327359781988,1.66737181933524
